,price,location,"rooms[bed,bath]",SQm,type_p,description,link
646,"$240,000,000CLP($1,810,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['5', '2']",132.46 SqM ,House,5 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u550596
647,"$226,000,000,000CLP($1,260,000,000CLP/SqM)"," Iquique, Iquique, Tarapaca, Chile","['3', '2']",180 SqM ,Apartment,3 Bedroom Apartment for sale at Beautiful Apartment In Peninsula Building,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-beautiful-apartment-in-peninsula-building-in-iquique-tarapaca-u573022
648,"$176,250,304CLP($1,260,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",140 SqM ,Apartment,4 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545432
649,"$179,004,215CLP($1,320,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",135 SqM ,Apartment,4 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545816
650,"$159,000,000CLP($1,190,000CLP/SqM)"," Puente Alto, Cordillera, Santiago, Chile","['5', '4']",133 SqM ,House,5 Bedroom House for sale at Santiago,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santiago-in-puente-alto-santiago-u552310
651,"$306,000,000CLP($1,000,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '3']",304 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546298
652,"$225,000,000CLP($1,800,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '2']",125 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u551238
653,"$410,332,739CLP($1,170,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",350 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547106
654,"$201,035,503CLP($1,340,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",150 SqM ,Apartment,4 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545622
655,"$86,748,196CLP($666,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '3']",130 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548364
656,"$139,292,818CLP($3,020,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['1', '1']",46 SqM ,Apartment,1 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548160
657,"$450,264,448CLP($1,800,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '3']",250 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u552892
658,"$151,465,105CLP($1,270,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '3']",119 SqM ,Apartment,3 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546078
659,"$250,000,000CLP($2,080,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '2']",120 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u551296
660,"$300,176,299CLP($1,240,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",242 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546340
661,"$385,520,000CLP($2,110,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '2']",182 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u550602
662,"$289,160,655CLP($2,140,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '2']",135 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u551488
663,"$245,098,079CLP($886,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '3']",276 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547872
664,"$230,000,000CLP($1,080,000CLP/SqM)"," Puente Alto, Cordillera, Santiago, Chile","['4', '1']",213 SqM ,House,4 Bedroom House for sale at Santiago,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santiago-in-puente-alto-santiago-u552572
665,"$358,008,430CLP($1,280,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '3']",280 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547966
666,"$320,000,000CLP($2,400,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '1']",133 SqM ,House,3 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u548152
667,"$258,867,634CLP($1,280,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",201.10 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547320
668,"$220,000,000CLP($914,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '4']",240 SqM ,House,3 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547808
669,"$400,000,000CLP($2,270,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '2']",176 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u551434
670,"$221,000,000,000CLP($1,030,000,000CLP/SqM)"," Iquique, Iquique, Tarapaca, Chile","['3', '4']",214 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-iquique-tarapaca-u573082
671,"$214,805,058CLP($1,530,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",139.60 SqM ,Apartment,4 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545552
672,"$482,127,198CLP($1,810,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['7', '4']",265.37 SqM ,House,7 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/7-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u548832
673,"$187,265,948CLP($1,560,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['2', '2']",120 SqM ,Apartment,2 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545920
674,"$352,500,608CLP($1,200,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",293 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546334
675,"$245,098,079CLP($937,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '4']",261 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546752
676,"$297,422,388CLP($742,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '4']",400 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546412
677,"$236,836,346CLP($1,310,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '3']",180 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547684
678,"$117,041,217CLP($1,460,000CLP/SqM)"," Casa Blanca, Valparaiso, Valparaiso, Chile","['2', '1']",80 SqM ,House,2 Bedroom House for sale at Algarrobo,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-algarrobo-in-casa-blanca-valparaiso-u548288
679,"$500,000,000CLP($1,320,000CLP/SqM)"," Casa Blanca, Valparaiso, Valparaiso, Chile","['7', '5']",377 SqM ,House,7 Bedroom House for sale at Algarrobo,https://www.fazwaz.cl/en/property-sales/7-bedroom-house-for-sale-at-algarrobo-in-casa-blanca-valparaiso-u547348
680,"$75,000,000CLP($589,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '2']",127 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548338
681,"$341,484,964CLP($2,840,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",120 SqM ,House,3 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u552806
682,"$320,000,000CLP($2,380,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '2']",134 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u549560
683,"$195,527,681CLP($1,740,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '2']",112 SqM ,Apartment,3 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545994
684,"$125,000,000CLP($1,370,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '2']",91 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u544398
685,"$349,746,697CLP($2,420,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '3']",144 SqM ,House,4 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u551286
686,"$267,129,367CLP($1,090,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '3']",244.55 SqM ,House,3 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547578
687,"$181,758,126CLP($1,370,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",132.50 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547790
688,"$168,539,353CLP($1,220,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['2', '2']",138 SqM ,House,2 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547154
689,"$523,243,090CLP($3,090,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['5', '2']",169 SqM ,House,5 Bedroom House for sale at Nunoa,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-nunoa-in-san-jode-de-maipo-santiago-u551676
690,"$206,543,325CLP($1,510,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '2']",136.02 SqM ,Apartment,3 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545524
691,"$234,082,435CLP($1,380,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",169 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547424
692,"$371,777,985CLP($1,730,000CLP/SqM)"," Casa Blanca, Valparaiso, Valparaiso, Chile","['3', '2']",215 SqM ,House,3 Bedroom House for sale at Algarrobo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-algarrobo-in-casa-blanca-valparaiso-u547820
693,"$344,238,875CLP($1,400,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '3']",245 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547860
694,"$495,703,980CLP($1,040,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '5']",477 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547704
695,"$311,191,943CLP($1,040,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '5']",297.67 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547022
696,"$344,238,875CLP($1,430,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",239.55 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547544
697,"$228,574,613CLP($1,430,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '4']",159.21 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546622
698,"$60,000,000CLP($855,000CLP/SqM)"," Puente Alto, Cordillera, Santiago, Chile","['2', '1']",70 SqM ,House,2 Bedroom House for sale at Santiago,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-santiago-in-puente-alto-santiago-u551164
699,"$269,883,278CLP($1,120,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",240 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547260
700,"$275,391,100CLP($1,100,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '4']",250 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545582
701,"$344,238,875CLP($1,250,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['7', '4']",275 SqM ,House,7 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/7-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547164
702,"$261,621,545CLP($1,860,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '3']",140 SqM ,House,3 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u544380
703,"$426,856,205CLP($1,200,000CLP/SqM)"," Casa Blanca, Valparaiso, Valparaiso, Chile","['6', '6']",355.74 SqM ,House,6 Bedroom House for sale at Algarrobo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-algarrobo-in-casa-blanca-valparaiso-u525660
704,"$196,000,000,000CLP($1,090,000,000CLP/SqM)"," Iquique, Iquique, Tarapaca, Chile","['3', '3']",180 SqM ,Apartment,3 Bedroom Apartment for sale at Spacious And Beautiful Apartment,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-spacious-and-beautiful-apartment-in-iquique-tarapaca-u573028
705,"$234,082,435CLP($1,190,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '4']",196 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547442
706,"$210,000,000CLP($1,610,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['3', '3']",130 SqM ,House,3 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547622
707,"$198,281,592CLP($1,240,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",160 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547426
708,"$358,008,430CLP($559,000CLP/SqM)"," Casa Blanca, Valparaiso, Valparaiso, Chile","['12', '9']",639.01 SqM ,House,12 Bedroom House for sale at Algarrobo,https://www.fazwaz.cl/en/property-sales/12-bedroom-house-for-sale-at-algarrobo-in-casa-blanca-valparaiso-u548496
709,"$330,469,320CLP($1,250,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",264 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547252
710,"$162,480,749CLP($1,620,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['2', '2']",100 SqM ,House,2 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547220
711,"$203,596,640CLP($1,070,000CLP/SqM)"," Casa Blanca, Valparaiso, Valparaiso, Chile","['6', '3']",190 SqM ,House,6 Bedroom House for sale at Algarrobo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-algarrobo-in-casa-blanca-valparaiso-u548502
712,"$358,008,430CLP($1,290,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '5']",277 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546842
713,"$195,527,681CLP($2,120,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",92 SqM ,Apartment,4 Bedroom Apartment for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u545602
714,"$261,621,545CLP($1,300,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '3']",200 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547638
715,"$437,871,849CLP($1,690,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['5', '5']",258.40 SqM ,House,5 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547326
716,"$183,135,081CLP($1,310,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '4']",139 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u530064
717,"$413,086,650CLP($1,340,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['4', '4']",306.67 SqM ,House,4 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u546360
718,"$209,297,236CLP($1,350,000CLP/SqM)"," Santo Domingo, San Antonio, Valparaiso, Chile","['6', '2']",155 SqM ,House,6 Bedroom House for sale at Santo Domingo,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-santo-domingo-in-santo-domingo-valparaiso-u547524
